shipcove	#7988AB
shipgrey	#4E4E4C
shiraz	#842833
shocking	#E899BE
shuttlegrey	#61666B
siam	#686B50
sidecar	#E9D9A9
sienna	#A0522D
silk	#BBADA1
silver	#C0C0C0
silverchalice	#ACAEA9
silversand	#BEBDB6
silvertree	#67BE90
sinbad	#A6D5D0
siren	#69293B
sirocco	#68766E
sisal	#C5BAA0
skeptic	#9DB4AA
skyblue	#87CEEB
slateblue	#6A5ACD
slategray	#708090
slategrey	#708090
slugger	#42342B
smaltblue	#496267
smoketree	#BB5F34
smokeyash	#5D5952
smoky	#605D6B
snow	#FFFAFA
snowdrift	#E3E3DC
snowflurry	#EAF7C9
snowymint	#D6F0CD
snuff	#E4D7E5
soapstone	#ECE5DA
softamber	#CFBEA5
softpeach	#EEDFDE
solidpink	#85494C
solitaire	#EADAC2
solitude	#E9ECF1
sorbus	#DD6B38
sorrellbrown	#9D7F61
sourdough	#C9B59A
soyabean	#6F634B
spaceshuttle	#4B433B
spanishgreen	#7B8976
spanishwhite	#DED1B7
spectra	#375D4F
spice	#6C4F3F
spicymix	#8B5F4D
spicypink	#897578
spindle	#B3C4D8
splash	#F1D79E
spray	#7ECDDD
springgreen	#00FF7F
springgreen	#5C8A64
springrain	#A3BD9C
springsun	#F1F1C6
springwood	#E9E1D9
sprout	#B8CA9D
spunpearl	#A2A1AC
squirrel	#8F7D6B
stack	#858885
stardust	#A0A197
starkwhite	#D2C6B6
starship	#E3DD39
steelblue	#4682B4
steelgrey	#43464B
stiletto	#833D3E
stinger	#8D702A
stonewall	#807661
stormdust	#65645F
stormgrey	#747880
stratos	#21263A
straw	#DABE82
strikemaster	#946A81
stromboli	#406356
sttropaz	#325482
studio	#724AA1
submarine	#8C9C9C
sugarcane	#EEEFDF
sulu	#C6EA80
summergreen	#8FB69C
sun	#EF8E38
sundance	#C4AA4D
sundown	#F8AFA9
sunflower	#DAC01A
sunglo	#C76155
sunset	#C0514A
sunshade	#FA9D49
supernova	#FFB437
surf	#B8D4BB
surfcrest	#C3D6BD
surfiegreen	#007B77
sushi	#7C9F2F
suvagrey	#8B8685
swamp	#252F2F
swansdown	#DAE6DD
sweetcorn	#F9E176
sweetpink	#EE918D
swirl	#D7CEC5
swisscoffee	#DBD0CA
sycamore	#928C3C
tabasco	#8E3A36
tacao	#F6AE78
tacha	#D2B960
tahitigold	#DC722A
tahunasands	#D8CC9B
tallow	#A39977
tallpoppy	#853534
tamarillo	#752B2F
tamarind	#3E2F2E
tan	#D2B48C
tana	#B8B5A1
tangaroa	#1E2F3C
tangerine	#CD5D34
tango	#D46F31
tapa	#7C7C72
tapestry	#B37084
tara	#DEF1DD
tarawera	#253C48
tasman	#BAC0B3
taupegrey	#898478
tawnyport	#643A48
taxbreak	#496569
tea	#BFB5A2
teak	#AB8953
teal	#008080
tealblue	#254855
temptress	#3C2126
tepapagreen	#2B4B40
tequila	#F4D0A4
texas	#ECE67E
texasrose	#FCB057
thatch	#B1948F
thatchgreen	#544E31
thistle	#C7BD95
thistle	#D8BFD8
thunder	#4D4D4B
thunderbird	#923830
tiamaria	#97422D
tiara	#B9C3BE
tiber	#184343
tidal	#F0F590
tide	#BEB4AB
timbergreen	#324336
titanwhite	#DDD6E1
toast	#9F715F
tobaccobrown	#6D5843
tobago	#44362D
toledo	#3E2631
tolopea	#2D2541
tomato	#FF6347
tomthumb	#4F6348
tonyspink	#E79E88
topaz	#817C87
toreabay	#353D75
toryblue	#374E88
tosca	#744042
totempole	#883531
touchwood	#3A372E
towergrey	#9CACA5
tradewind	#6DAFA7
tranquil	#DDEDE9
travertine	#E2DDC7
treehouse	#3C342E
treepoppy	#E2813B
trendygreen	#7E8424
trendypink	#805D80
trinidad	#C54F33
tropicalblue	#AEC9EB
trout	#4C5356
truev	#8E72C7
tuatara	#454642
tuftbush	#F9D3BE
tuliptree	#E3AC3D
tumbleweed	#4B412A
tuna	#46494E
tundora	#585452
turbo	#F5CC23
turkishrose	#A56E75
turmeric	#AE9041
turquoise	#40E0D0
turtlegreen	#363E1D
tuscany	#AD6242
tusk	#E3E5B1
tussock	#BF914B
tutu	#F8E4E3
twilight	#DAC0CD
twilightblue	#F4F6EC
twine	#C19156
valencia	#D4574E
valentino	#382C38
valhalla	#2A2B41
vancleef	#523936
vanilla	#CCB69B
vanillaice	#EBD2D1
varden	#FDEFD3
venetianred	#5B1F22
veniceblue	#2C5778
venus	#8B7D82
verdigris	#62603E
verdungreen	#48531A
vesuvius	#A85533
victoria	#564985
vidaloca	#5F9228
viking	#4DB1C8
vinrouge	#955264
viola	#C58F9D
violentviolet	#2E2249
violet	#EE82EE
violet	#2F263C
viridiangreen	#4B5F56
vistablue	#97D5B3
vistawhite	#E3DFD9
visvis	#F9E496
volcano	#4E2728
voodoo	#443240
vulcan	#36383C
wafer	#D4BBB1
waikawagrey	#5B6E91
waiouru	#4C4E31
walnut	#794D2E
wanwhite	#E4E2DC
wasabi	#849137
watercourse	#006E4E
waterleaf	#B6ECDE
waterloo	#727282
wattle	#D6CA3D
watusi	#F2CDBB
waxflower	#EEB39E
wedgewood	#4C6B88
wellread	#8E3537
wepeep	#FDD7D8
westar	#D4CFC5
westcoast	#5C512F
westernred	#6B252C
westside	#E5823A
wewak	#F1919A
wheat	#F5DEB3
wheatfield	#DFD7BD
whiskey	#D29062
whiskeysour	#D4915D
whisper	#EFE6E6
white	#FFFFFF
whiteice	#D7EEE4
whitelilac	#E7E5E8
whitelinen	#EEE7DC
whitenectar	#F8F6D8
whitepointer	#DAD6CC
whiterock	#D4CFB4
whitesmoke	#F5F5F5
wildrice	#E3D474
wildsand	#E7E4DE
wildwillow	#BECA60
william	#53736F
willowbrook	#DFE6CF
willowgrove	#69755C
windsor	#462C77
wineberry	#522C35
winterhazel	#D0C383
wisppink	#F9E8E2
wisteria	#A4878B
wistful	#A29ECD
witchhaze	#FBF073
woodbark	#302621
woodburn	#463629
woodland	#626746
woodrush	#45402B
woodsmoke	#2B3230
woodybay	#33343A
woodybrown	#554545
xanadu	#75876E
yellow	#FFFF00
yellowgreen	#9ACD32
yellowmetal	#73633E
yellowsea	#F49F35
yourpink	#FFC5BB
yukongold	#826A21
yuma	#C7B882
zambezi	#6B5A5A
zanah	#B2C6B1
zest	#C6723B
zeus	#3B3C38
ziggurat	#81A6AA
zircon	#DEE3E3
zombie	#DDC283
zorba	#A29589
zuccini	#17462E
zumthor	#CDD5D5
zydeco	#20483F
